11/13/2018
7:36:28 PM

0, CH+=0, CH-=199, Range=+/-10, y=a
1, CH+=1, CH-=199, Range=+/-10, y=b
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
2.580000	0.950359	1.766389	-0.602655	-0.627728	0.950359	1.766389	-0.602655	-0.627728
2.590000	0.935140	1.786674	-0.663514	-0.328673	0.935140	1.786674	-0.663514	-0.328673
2.600000	0.935140	1.781603	-0.399793	-0.283055	0.935140	1.781603	-0.399793	-0.283055
2.610000	0.935140	1.786674	-0.496153	-0.247574	0.935140	1.786674	-0.496153	-0.247574
2.620000	0.940213	1.786674	-0.526582	-0.186749	0.940213	1.786674	-0.526582	-0.186749
2.630000	0.935140	1.781603	-0.273004	-0.105649	0.935140	1.781603	-0.273004	-0.105649
2.640000	0.930066	1.766389	-0.379507	-0.348948	0.930066	1.766389	-0.379507	-0.348948
2.650000	0.935140	1.771460	-0.399793	-0.343879	0.935140	1.771460	-0.399793	-0.343879
2.660000	0.950359	1.776532	-0.420079	-0.288124	0.950359	1.776532	-0.420079	-0.288124
2.670000	0.950359	1.791746	-0.019426	0.056550	0.950359	1.791746	-0.019426	0.056550
2.680000	0.955432	1.791746	0.097220	0.198474	0.955432	1.791746	0.097220	0.198474
2.690000	0.950359	1.786674	-0.105642	0.259299	0.950359	1.786674	-0.105642	0.259299
2.700000	0.935140	1.786674	-0.166501	0.223818	0.935140	1.786674	-0.166501	0.223818
2.710000	0.950359	1.776532	-0.100571	0.046412	0.950359	1.776532	-0.100571	0.046412
2.720000	0.935140	1.791746	-0.151286	0.152856	0.935140	1.791746	-0.151286	0.152856
2.730000	0.935140	1.781603	0.026218	0.112306	0.935140	1.781603	0.026218	0.112306
2.740000	0.960505	1.771460	0.005932	-0.065100	0.960505	1.771460	0.005932	-0.065100
2.750000	0.940213	1.801889	0.173294	0.315055	0.940213	1.801889	0.173294	0.315055
2.760000	0.940213	1.776532	0.330512	0.117375	0.940213	1.776532	0.330512	0.117375
2.770000	0.945286	1.781603	0.340655	0.036275	0.945286	1.781603	0.340655	0.036275
2.780000	0.935140	1.786674	0.320369	0.005863	0.935140	1.786674	0.320369	0.005863
2.790000	0.930066	1.776532	0.289939	-0.065100	0.930066	1.776532	0.289939	-0.065100
2.800000	0.940213	1.771460	-0.085356	-0.201955	0.940213	1.771460	-0.085356	-0.201955
2.810000	0.940213	1.781603	0.005932	-0.141130	0.940213	1.781603	0.005932	-0.141130
2.820000	0.950359	1.776532	-0.166501	-0.136062	0.950359	1.776532	-0.166501	-0.136062
2.830000	0.945286	1.791746	-0.151286	0.117375	0.945286	1.791746	-0.151286	0.117375
